0,1,2
0.39085899219641423,13730.00000001,5.833668017968262
0.47183135722894765,13425.00000001,7.5629587513685035
0.5663173042363726,13255.00000001,9.80486803478103
0.6750152688886571,13175.00000001,12.711352836887455
0.7981068752317536,13160.00000001,16.479415160986942
0.9350698047713801,13175.00000001,21.36445487218999
1.0833169648521281,13205.00000001,27.697580740996802
1.2070757757373656,13185.00000001,35.90805304855404
1.2965921035172205,13075.00000001,46.55237891695257
1.3585055234127315,12890.00000001,60.35203245069275
1.3984387198968007,12640.00000001,78.2423563665199
1.4329173845581848,12325.00000001,101.43595967189714
1.4694128658360035,11975.00000001,131.50490849687074
1.5068457993300974,11605.00000001,170.48728098701582
1.5429297067386154,11230.00000001,221.02530856509685
1.5752030960961272,10860.00000001,286.544466798182
1.6014987413004729,10490.00000001,371.48565467773966
1.6201831816347219,10125.00000001,481.60619946134096
1.6302503558502162,9770.00000001,624.3700892321311
1.6313168254273545,9420.00000001,809.4538832011693
