0,1,2
0.592510075430897,14900.00000001,6.784470245314118
0.7042662173863294,14810.00000001,8.731481925933727
0.8311185853223507,14790.00000001,11.237248284132978
0.9728897650500763,14810.00000001,14.462121100450641
1.1286185244453708,14850.00000001,18.6124700136264
1.2964257461372484,14895.00000001,23.953888755456994
1.4734517587438853,14935.00000001,30.828191319514886
1.655897505455943,14950.00000001,39.67528570141272
1.8387732232410474,14940.00000001,51.061324979265606
2.0145989650641094,14890.00000001,65.71493720952171
2.1783973030302706,14800.00000001,84.57385260184637
2.3261456557019065,14660.00000001,108.84491179095953
2.4545418703716226,14485.00000001,140.08129532132853
2.561237841793178,14270.00000001,180.28191649957412
2.644968930650095,14020.00000001,232.01933807225998
2.7055604674065723,13745.00000001,298.604398515016
2.7434313407718998,13450.00000001,384.2980828811133
2.743104124651411,13155.00000001,494.58419648387223
2.704449573404751,12855.00000001,636.5202906496703
2.6417008982832444,12560.00000001,819.1892973716414
