0,1,2
0.2717958841596261,13680.00000001,6.599436457772874
0.30315698789409995,12900.00000001,8.50910963439068
0.3443401152355836,12215.00000001,10.971383273915924
0.3968339038723452,11665.00000001,14.146162890729011
0.46134423859621276,11250.00000001,18.239625718554773
0.5382025589577358,10955.00000001,23.51761031756507
0.627326012008338,10750.00000001,30.32288072042011
0.728115585483702,10615.00000001,39.09738628920459
0.8393440740938836,10520.00000001,50.410962887767
0.9590770537142468,10455.00000001,64.99833928728648
1.081721890721673,10395.00000001,83.80685208316885
1.188174580244407,10315.00000001,108.05796783586366
1.276449395680764,10200.00000001,139.3266078199537
1.3476810724883725,10040.00000001,179.64342690676168
1.402908662403617,9850.00000001,231.62668879808342
1.443162739073483,9635.00000001,298.6523018813821
1.4695293161087053,9390.00000001,385.07305821222013
1.4831786663676712,9130.00000001,496.5013134899788
1.4853687753467628,8860.00000001,640.1734658918062
1.477429889670133,8585.00000001,825.419903829115
